Data,Nome do Produto,Quantidade,Lucro
2022-09-24,Produto C,53,168.61
2023-02-08,Produto B,76,57.83
2022-07-31,Produto A,27,13.6
2024-01-13,Produto D,63,762.29
2023-12-01,Produto A,23,449.63
2024-03-28,Produto A,52,33.82
2023-09-26,Produto A,71,66.9
2022-08-12,Produto C,62,453.1
2022-12-25,Produto C,15,555.4
2023-12-16,Produto D,91,480.74
2023-04-13,Produto A,26,399.17
2024-02-25,Produto A,35,878.5
2023-05-06,Produto B,97,750.05
2023-01-04,Produto D,71,716.37
2023-01-26,Produto B,57,933.59
2023-03-10,Produto A,89,249.16
2023-02-20,Produto D,27,466.11
2022-07-22,Produto D,10,991.27
2023-09-30,Produto D,62,579.85
2024-02-04,Produto B,12,832.92
2023-01-24,Produto D,40,506.52
2024-05-02,Produto C,83,909.63
2023-08-19,Produto B,91,650.2
2024-04-16,Produto C,31,788.79
2024-04-21,Produto B,44,753.83
2023-05-12,Produto A,87,778.72
2022-08-13,Produto C,21,367.0
2023-09-26,Produto B,94,936.7
2024-03-19,Produto B,29,741.15
2024-06-19,Produto C,48,575.55
2023-01-08,Produto C,26,538.04
2023-01-24,Produto C,13,489.75
2023-03-20,Produto B,23,899.35
2022-09-15,Produto C,87,219.34
2022-08-29,Produto A,14,772.81
2023-03-27,Produto D,6,94.23
2023-11-15,Produto B,80,196.79
2024-03-07,Produto A,96,403.56
2023-07-22,Produto A,45,151.53
2023-02-02,Produto C,95,306.09
2022-10-26,Produto A,15,220.97
2022-08-12,Produto B,58,56.35
2023-04-20,Produto D,55,383.16
2022-10-22,Produto D,18,208.45
2023-03-06,Produto C,53,835.17
2024-05-31,Produto D,20,584.03
2023-03-15,Produto D,17,181.25
2024-01-07,Produto D,61,444.42
2022-08-13,Produto D,41,704.27
2022-11-18,Produto D,37,331.85
2023-05-29,Produto A,64,797.2
2023-05-18,Produto B,12,609.79
2022-07-07,Produto B,68,808.37
2023-05-28,Produto C,69,853.99
2024-04-29,Produto D,18,476.26
2022-08-26,Produto B,18,142.97
2023-04-09,Produto B,42,395.34
2023-03-06,Produto B,25,94.58
2024-05-30,Produto B,98,540.61
2023-01-25,Produto B,39,412.97
2024-02-14,Produto D,59,943.22
2023-05-12,Produto B,48,628.93
2023-10-18,Produto C,87,467.06
2024-05-22,Produto A,66,522.38
2022-07-29,Produto A,42,317.91
2023-10-02,Produto D,68,428.19
2023-02-04,Produto A,48,288.26
2022-11-10,Produto A,79,731.0
2022-12-16,Produto B,9,476.5
2023-06-19,Produto B,2,741.52
2024-01-14,Produto C,85,142.16
2023-08-24,Produto B,47,438.8
2023-04-25,Produto C,70,675.08
2022-12-08,Produto A,47,787.76
2023-06-02,Produto C,5,725.12
2023-05-03,Produto B,69,592.7
2022-11-17,Produto C,36,473.27
2024-03-04,Produto C,76,247.04
2023-04-01,Produto A,30,959.45
2022-11-06,Produto D,46,246.9
2023-04-24,Produto B,88,242.27
2022-12-27,Produto C,35,922.64
2024-06-19,Produto A,77,81.41
2024-06-21,Produto C,6,359.76
2022-11-21,Produto D,1,996.24
2023-08-08,Produto D,48,769.85
2023-01-24,Produto A,56,491.66
2022-09-10,Produto B,1,996.8
2024-06-01,Produto A,1,736.97
2022-11-07,Produto C,42,967.75
2024-06-13,Produto C,41,551.88
2022-12-08,Produto D,39,53.81
2023-03-05,Produto A,59,696.42
2022-08-15,Produto A,8,763.42
2023-06-16,Produto A,5,643.64
2024-06-03,Produto B,9,565.67
2023-05-11,Produto A,99,918.97
2023-03-09,Produto A,53,591.06
2022-11-21,Produto C,91,659.42
2022-08-05,Produto B,18,43.37
2023-07-01,Produto C,50,480.33
2023-09-06,Produto D,41,680.13
2022-08-13,Produto C,31,467.72
2024-05-23,Produto A,33,960.53
2024-01-13,Produto D,6,158.62
2023-06-30,Produto B,3,256.58
2023-02-16,Produto D,45,805.07
2023-05-27,Produto B,51,491.06
2024-06-05,Produto A,34,654.19
2023-11-18,Produto C,20,428.95
2022-08-14,Produto D,16,589.19
2023-01-15,Produto B,34,597.01
2022-12-11,Produto A,22,450.91
2022-10-16,Produto D,70,110.96
2023-08-23,Produto A,54,78.78
2022-11-06,Produto D,44,802.5
2022-09-19,Produto D,83,238.28
2024-02-25,Produto A,91,853.02
2023-12-14,Produto C,74,332.38
2022-11-20,Produto A,78,954.45
2022-08-26,Produto A,65,219.72
2024-04-14,Produto A,19,519.65
2023-12-25,Produto D,39,376.76
2023-08-20,Produto B,39,549.23
2023-04-14,Produto C,6,206.72
2022-08-18,Produto B,1,852.47
2024-06-02,Produto A,7,984.44
2022-12-24,Produto B,71,641.97
2023-03-19,Produto A,77,273.15
2024-04-30,Produto D,36,906.75
2024-03-11,Produto A,86,699.45
2022-11-29,Produto A,56,686.82
2024-06-15,Produto B,39,442.61
2023-05-02,Produto B,91,303.01
2023-08-31,Produto B,10,463.69
2023-10-11,Produto D,14,858.94
2023-12-28,Produto D,36,665.82
2024-04-11,Produto A,65,216.22
2022-11-02,Produto D,63,146.91
2022-11-23,Produto B,16,666.64
2023-06-30,Produto B,28,59.79
2024-03-25,Produto C,95,33.33
2023-08-10,Produto D,39,589.28
2023-03-25,Produto D,64,632.21
2023-09-14,Produto C,51,668.51
2023-09-01,Produto A,66,492.08
2023-09-27,Produto D,42,640.9
2022-11-07,Produto A,95,933.67
2022-08-01,Produto D,90,247.79
2023-04-15,Produto A,98,835.0
2022-09-28,Produto B,76,495.09
2023-07-05,Produto A,1,574.41
2022-07-23,Produto B,50,625.96
2023-07-16,Produto C,30,157.59
2022-11-30,Produto A,24,856.38
2023-06-17,Produto B,15,936.06
2022-10-18,Produto A,34,167.97
2024-03-10,Produto A,50,757.87
2023-02-13,Produto C,89,440.04
2023-11-09,Produto B,2,728.35
2023-06-24,Produto D,91,994.14
2024-06-20,Produto B,61,916.94
2023-10-23,Produto C,39,969.71
2022-09-06,Produto C,25,70.31
2023-06-17,Produto B,54,855.8
2024-01-21,Produto A,29,881.78
2022-07-24,Produto D,8,358.26
2023-06-30,Produto A,56,369.5
2023-07-18,Produto A,70,128.38
2023-09-22,Produto C,38,141.15
2023-01-01,Produto C,74,856.65
2022-08-25,Produto B,85,860.41
2023-09-25,Produto A,45,610.87
2023-06-28,Produto A,86,876.43
2024-06-02,Produto B,6,546.13
2023-09-24,Produto A,87,488.02
2023-10-21,Produto B,49,585.31
2023-06-17,Produto A,93,461.48
2022-12-18,Produto B,69,387.55
2023-07-29,Produto C,6,394.09
2022-10-23,Produto C,71,553.7
2023-06-07,Produto C,53,923.66
2023-02-06,Produto C,19,708.88
2022-10-06,Produto C,36,410.46
2023-12-14,Produto A,8,537.61
2023-09-24,Produto B,82,296.98
2023-09-23,Produto A,23,857.09
2022-08-25,Produto A,62,110.19
2022-11-01,Produto A,3,358.65
2024-03-20,Produto B,14,286.57
2022-11-25,Produto A,59,720.09
2023-04-14,Produto B,1,727.26
2022-09-18,Produto D,61,663.03
2023-08-10,Produto B,32,202.17
2022-09-16,Produto A,74,53.49
2022-12-06,Produto D,80,980.09
2022-08-15,Produto C,87,577.85
2023-08-18,Produto A,22,881.82
2022-12-26,Produto C,2,374.57
2023-02-28,Produto A,1,463.24
2022-10-26,Produto D,45,208.97
2022-09-05,Produto D,15,612.36
2023-01-14,Produto B,1,113.92
2022-11-19,Produto A,73,31.44
2022-12-16,Produto C,73,896.78
2023-08-01,Produto D,29,797.91
2022-07-18,Produto C,17,34.24
2023-01-28,Produto A,79,223.95
2023-09-17,Produto B,76,104.02
2022-11-24,Produto C,38,212.88
2023-12-25,Produto B,73,212.09
2024-01-26,Produto C,63,45.01
2023-12-03,Produto B,56,473.43
2023-09-22,Produto B,94,627.08
2024-02-25,Produto C,32,172.73
2023-07-29,Produto D,80,979.08
2024-03-16,Produto B,58,79.03
2023-05-19,Produto A,15,944.7
2022-08-03,Produto A,26,879.89
2023-02-27,Produto D,34,367.43
2022-08-31,Produto A,12,391.11
2022-11-24,Produto C,58,667.03
2023-11-10,Produto A,82,102.19
2022-11-24,Produto A,55,839.41
2023-09-20,Produto B,56,794.23
2023-03-12,Produto D,77,824.53
2023-07-14,Produto D,84,936.67
2022-08-03,Produto C,6,390.84
2022-10-18,Produto A,94,500.35
2023-08-27,Produto C,82,154.22
2023-07-05,Produto D,89,84.49
2022-11-18,Produto D,59,827.63
2024-03-18,Produto C,33,600.14
2023-08-28,Produto D,26,495.49
2024-02-17,Produto D,97,835.5
2024-06-03,Produto D,85,681.01
2023-09-18,Produto D,43,348.96
2022-11-20,Produto C,45,365.84
2023-03-12,Produto D,3,124.05
2024-05-22,Produto C,99,560.27
2023-08-09,Produto C,41,826.77
2023-10-05,Produto D,49,300.6
2024-01-30,Produto A,64,388.51
2022-12-21,Produto B,18,942.93
2023-08-29,Produto A,60,671.44
2024-01-14,Produto C,94,538.46
2022-09-12,Produto B,94,683.59
2022-12-31,Produto C,27,546.74
2022-07-16,Produto C,2,803.47
2022-09-02,Produto C,27,835.91
2024-04-11,Produto C,69,413.26
2023-12-16,Produto A,77,416.29
2024-03-01,Produto A,1,416.43
2022-07-17,Produto B,30,315.92
2023-11-23,Produto D,23,678.87
2023-08-19,Produto B,99,443.7
2022-11-11,Produto C,39,666.33
2023-08-27,Produto A,33,550.22
2023-02-16,Produto D,82,790.8
2022-10-29,Produto D,59,784.14
2024-01-07,Produto D,80,236.19
2024-01-19,Produto A,97,118.11
2022-12-09,Produto C,73,662.29
2023-12-26,Produto A,35,29.23
2023-08-29,Produto D,49,180.67
2023-06-08,Produto C,80,372.61
2023-12-20,Produto A,94,689.54
2023-12-14,Produto B,66,71.06
2023-06-28,Produto C,50,824.34
2024-04-11,Produto C,82,163.57
2023-04-18,Produto B,98,900.26
2023-11-14,Produto B,33,626.12
2022-12-16,Produto C,50,393.2
2022-09-16,Produto B,6,277.01
2024-02-02,Produto B,14,460.16
2022-10-10,Produto B,50,548.45
2023-08-03,Produto A,20,593.41
2023-05-06,Produto B,60,752.95
2022-12-11,Produto B,65,56.12
2022-07-13,Produto B,86,60.85
2023-05-17,Produto B,84,918.36
2024-06-14,Produto D,72,399.66
2022-09-17,Produto B,32,233.11
2022-10-07,Produto C,56,936.02
2023-01-06,Produto B,66,18.13
2023-06-23,Produto B,57,583.64
2023-05-11,Produto A,76,347.23
2024-02-06,Produto B,43,224.08
2023-11-20,Produto C,53,355.07
2023-05-26,Produto C,23,923.4
2023-07-29,Produto D,83,414.74
2023-04-23,Produto D,68,873.2
2023-05-07,Produto A,47,561.18
2023-09-01,Produto C,83,821.55
2022-07-07,Produto C,24,241.88
2023-02-20,Produto B,25,737.02
2023-01-01,Produto D,67,866.64
2023-12-21,Produto B,52,238.05
2023-09-27,Produto B,66,465.97
2022-11-30,Produto B,77,766.41
2024-04-27,Produto A,46,658.79
2024-02-01,Produto C,9,828.37
2023-03-23,Produto B,62,832.47
2023-09-19,Produto C,48,636.48
2023-11-04,Produto C,47,40.46
2024-03-20,Produto A,16,330.76
2023-10-11,Produto D,76,856.8
2024-01-12,Produto C,45,941.91
2023-10-11,Produto D,87,465.3
2023-11-15,Produto A,91,787.79
2023-08-17,Produto C,10,851.86
2023-02-15,Produto B,36,193.01
2023-01-18,Produto A,12,408.76
2024-03-15,Produto B,30,886.71
2022-08-01,Produto B,20,470.64
2023-02-20,Produto C,59,563.13
2023-06-03,Produto D,79,258.26
2024-03-14,Produto D,10,823.34
2023-12-15,Produto C,23,19.96
2023-02-08,Produto A,24,955.35
2022-07-22,Produto C,97,403.17
2022-08-20,Produto A,54,924.62
2023-10-28,Produto C,48,418.84
2022-07-06,Produto A,58,803.09
2023-08-24,Produto D,5,429.14
2024-04-15,Produto D,44,819.55
2023-01-18,Produto D,52,909.08
2024-05-02,Produto D,40,711.56
2022-11-24,Produto A,63,88.64
2023-04-25,Produto A,54,145.92
2023-09-12,Produto A,9,141.98
2022-07-25,Produto D,87,373.31
2022-07-19,Produto C,63,525.71
2022-07-17,Produto C,39,293.01
2022-09-16,Produto C,93,216.47
2022-09-03,Produto B,84,822.46
2023-09-11,Produto B,31,373.49
2024-06-19,Produto A,37,267.35
2024-06-05,Produto B,42,680.21
2022-12-24,Produto A,91,271.48
2023-05-07,Produto C,66,402.58
2023-09-01,Produto B,42,846.05
2022-08-05,Produto A,26,293.93
2024-06-11,Produto C,91,305.94
2024-05-15,Produto D,4,164.39
2023-12-11,Produto D,90,86.73
2022-12-08,Produto C,6,719.61
2023-05-18,Produto C,63,696.12
2023-09-26,Produto D,92,154.7
2024-02-18,Produto C,3,172.85
2023-10-28,Produto C,80,899.52
2023-12-19,Produto D,47,280.71
2023-10-27,Produto C,42,381.2
2023-06-04,Produto C,5,315.11
2023-01-26,Produto D,43,530.63
2022-10-13,Produto A,27,706.53
2022-09-19,Produto D,32,47.13
2022-12-05,Produto D,64,820.0
2023-04-18,Produto C,85,799.25
2022-08-06,Produto C,84,605.75
2022-08-11,Produto B,87,178.79
2024-05-18,Produto A,67,370.92
2022-10-22,Produto A,88,529.78
2023-03-22,Produto A,73,17.41
2024-01-17,Produto A,49,957.77
2023-03-07,Produto B,23,367.91
2023-03-22,Produto B,17,366.75
2022-11-05,Produto A,58,132.48
2023-11-06,Produto A,71,228.84
2022-12-24,Produto A,93,841.39
2022-08-01,Produto B,72,132.95
2024-06-12,Produto D,92,844.32
2022-09-04,Produto D,6,81.8
2024-04-13,Produto C,76,298.59
2022-12-07,Produto C,51,955.74
2022-10-06,Produto B,69,873.72
2023-12-23,Produto B,49,752.49
2024-05-20,Produto D,21,250.79
2022-08-28,Produto D,95,591.41
2022-10-09,Produto B,70,167.96
2024-02-05,Produto D,91,20.87
2024-04-14,Produto D,20,59.21
2023-07-25,Produto B,62,481.76
2024-04-14,Produto A,64,397.4
2024-05-10,Produto D,85,904.48
2022-08-18,Produto A,12,667.15
2023-07-13,Produto B,90,142.45
2023-03-07,Produto A,6,299.29
2023-08-04,Produto C,17,222.49
2024-06-03,Produto D,51,963.87
2023-10-22,Produto C,98,733.21
2024-03-28,Produto C,48,310.47
2023-10-30,Produto A,28,767.07
2023-04-20,Produto A,53,221.15
2023-05-17,Produto C,95,953.47
2024-02-11,Produto C,42,62.15
2022-11-22,Produto D,26,406.21
2024-04-12,Produto C,87,923.96
2023-08-08,Produto B,38,27.78
2023-06-09,Produto A,24,293.71
2023-06-13,Produto B,32,900.35
2022-10-15,Produto D,100,829.32
2023-12-11,Produto A,66,353.2
2023-04-20,Produto A,56,613.09
2023-05-01,Produto B,20,709.33
2023-01-15,Produto A,71,109.33
2022-08-02,Produto B,79,459.33
2024-05-23,Produto B,37,95.96
2024-05-09,Produto A,33,507.51
2023-07-19,Produto D,25,777.27
2023-02-18,Produto C,42,803.41
2024-05-30,Produto D,40,964.23
2022-11-12,Produto C,58,100.77
2022-09-09,Produto D,62,491.74
2023-06-07,Produto C,77,509.1
2022-10-28,Produto C,99,953.26
2023-07-15,Produto A,10,941.43
2022-09-28,Produto C,15,712.08
2022-12-31,Produto B,48,802.97
2024-06-15,Produto A,43,314.6
2023-01-30,Produto C,9,555.88
2022-08-15,Produto B,42,761.67
2022-08-29,Produto B,1,268.39
2024-04-28,Produto B,65,761.16
2023-06-09,Produto D,18,416.33
2024-02-22,Produto C,2,18.64
2023-03-18,Produto D,86,165.94
2024-01-09,Produto B,52,286.76
2023-09-07,Produto C,41,887.3
2024-02-26,Produto D,49,879.05
2023-03-05,Produto A,50,945.45
2023-01-13,Produto B,60,158.45
2023-08-29,Produto A,89,186.4
2022-09-13,Produto D,98,527.45
2023-07-18,Produto C,54,414.37
2023-11-22,Produto C,50,733.12
2023-09-14,Produto B,1,397.02
2024-04-20,Produto D,62,566.85
2023-09-19,Produto B,28,243.03
2023-09-16,Produto B,63,306.35
2023-11-16,Produto A,20,442.21
2024-04-13,Produto C,10,798.07
2024-05-30,Produto D,98,885.14
2023-02-08,Produto A,37,341.76
2023-02-14,Produto A,54,106.44
2023-04-30,Produto B,38,642.98
2023-04-22,Produto A,72,552.35
2023-10-04,Produto A,33,771.55
2023-04-19,Produto C,24,848.34
2023-10-21,Produto C,13,431.7
2023-09-05,Produto D,26,377.62
2023-07-01,Produto C,86,849.04
2022-08-21,Produto A,17,526.62
2023-08-14,Produto C,60,730.82
2023-01-28,Produto D,3,423.49
2022-11-21,Produto A,6,415.88
2024-02-24,Produto C,42,348.9
2023-02-21,Produto D,96,811.84
2023-06-21,Produto A,68,58.08
2023-07-27,Produto A,25,793.89
2023-11-04,Produto B,23,576.02
2023-02-26,Produto D,81,405.15
2022-11-12,Produto B,79,464.54
2024-01-27,Produto B,8,410.62
2022-07-16,Produto B,79,699.37
2022-12-24,Produto A,92,407.61
2023-06-11,Produto A,32,841.18
2023-12-06,Produto B,72,323.47
2023-04-30,Produto A,63,982.19
2023-07-24,Produto D,40,488.12
2024-04-30,Produto A,22,861.39
2023-05-14,Produto C,54,511.91
2022-12-06,Produto A,31,201.3
2023-07-02,Produto C,91,847.44
2023-06-28,Produto D,3,763.52
2023-06-04,Produto C,66,949.06
2023-10-25,Produto D,27,827.6
2024-03-12,Produto C,43,250.15
2023-08-08,Produto C,35,453.68
2023-08-04,Produto A,58,631.6
2023-10-13,Produto D,94,587.52
2023-09-10,Produto A,80,346.0
2023-01-02,Produto A,57,316.54
2024-06-13,Produto C,88,375.46
2023-02-25,Produto C,19,861.74
2023-01-19,Produto C,96,405.59
2023-03-15,Produto A,45,491.23
2024-01-05,Produto B,21,152.55
2024-02-03,Produto D,31,193.78
2024-01-29,Produto C,5,942.22
2024-04-21,Produto D,26,610.92
2022-07-25,Produto B,51,162.35
2024-06-16,Produto C,43,556.0
2023-10-17,Produto A,43,973.01
2023-10-22,Produto A,22,536.65
2023-09-26,Produto C,86,716.92
2024-06-12,Produto A,2,133.11
2023-12-12,Produto C,47,595.55
2022-10-25,Produto B,57,174.08
2022-08-12,Produto D,33,867.94
2022-07-24,Produto D,63,730.95
2023-09-11,Produto C,70,746.89
2023-09-30,Produto B,61,574.42
2024-04-10,Produto B,98,384.27
2023-04-28,Produto D,68,168.67
2023-10-23,Produto A,84,200.46
2023-01-01,Produto A,44,241.17
2022-09-26,Produto A,75,381.69
2024-03-18,Produto C,53,460.41
2024-05-12,Produto D,45,891.65
2023-04-13,Produto D,71,373.63
2022-12-20,Produto C,47,923.68
2023-10-22,Produto D,2,738.59
2023-07-11,Produto A,37,312.03
2023-11-24,Produto A,51,387.77
2024-04-08,Produto D,26,744.13
2024-01-29,Produto C,35,39.07
2023-09-03,Produto C,62,582.3
2023-02-05,Produto B,26,781.96
2024-06-14,Produto C,35,456.19
2022-11-08,Produto A,64,958.43
2023-12-06,Produto D,12,876.66
2023-07-10,Produto B,34,415.16
2023-02-03,Produto A,40,860.41
2023-07-24,Produto B,86,757.96
2023-01-15,Produto B,51,257.06
2023-08-04,Produto A,20,131.24
2023-11-19,Produto D,62,990.71
2023-08-29,Produto C,47,853.4
2023-08-14,Produto D,35,252.76
2022-09-12,Produto C,64,825.75
2023-08-13,Produto D,22,149.43
2023-04-05,Produto B,8,314.43
2023-03-08,Produto A,49,527.53
2024-02-08,Produto B,76,411.35
2022-07-31,Produto A,57,267.69
2022-09-26,Produto C,88,932.42
2023-01-20,Produto B,78,379.18
2022-07-13,Produto B,5,965.77
2023-03-19,Produto B,57,355.73
2023-06-08,Produto D,80,239.98
2023-04-01,Produto B,97,41.0
2023-12-28,Produto B,64,934.08
2023-04-05,Produto C,78,321.34
2023-10-04,Produto B,38,84.42
2023-10-31,Produto D,89,301.72
2023-01-14,Produto C,79,926.74
2022-07-31,Produto D,45,748.64
2023-09-14,Produto C,69,47.18
2024-04-09,Produto C,56,766.14
2023-04-27,Produto B,21,976.37
2024-05-25,Produto A,75,454.19
2023-12-06,Produto A,88,539.36
2023-03-30,Produto D,20,775.32
2022-11-27,Produto A,93,875.47
2023-07-10,Produto B,91,246.5
2024-04-29,Produto D,43,381.82
2023-03-30,Produto D,10,509.7
2023-10-01,Produto B,69,163.54
2023-04-09,Produto B,38,455.7
2022-12-08,Produto B,31,416.43
2024-02-05,Produto B,41,275.83
2023-08-11,Produto A,95,112.83
2022-08-04,Produto B,49,949.54
2022-08-06,Produto D,11,428.39
2023-01-17,Produto D,68,630.68
2022-11-09,Produto C,5,548.51
2023-12-17,Produto C,61,72.9
2023-07-15,Produto D,87,739.2
2022-08-06,Produto B,42,323.35
2022-10-30,Produto C,57,189.32
2023-06-05,Produto A,39,812.82
2022-09-28,Produto D,26,362.95
2022-07-16,Produto D,80,482.94
2023-10-12,Produto D,21,396.2
2022-07-13,Produto B,96,951.58
2023-03-26,Produto B,15,520.57
2023-08-23,Produto B,34,620.26
2024-06-01,Produto C,95,363.16
2023-11-02,Produto A,89,283.55
2023-01-30,Produto B,98,791.16
2023-05-28,Produto C,66,572.67
2023-10-26,Produto D,48,581.85
2022-11-27,Produto C,45,829.29
2024-05-21,Produto B,11,397.14
2022-10-18,Produto C,72,565.24
2024-05-13,Produto C,60,213.12
2023-08-19,Produto D,23,494.47
2022-11-17,Produto D,29,838.48
2022-12-14,Produto D,93,837.76
2023-01-02,Produto A,9,774.13
2023-08-12,Produto D,72,733.98
2023-11-29,Produto A,75,463.59
2023-03-12,Produto B,41,495.82
2024-01-28,Produto C,84,954.12
2024-01-31,Produto B,37,823.66
2024-06-23,Produto B,69,134.07
2023-01-11,Produto D,83,202.71
2024-03-23,Produto B,3,527.18
2022-10-19,Produto A,33,974.22
2024-02-29,Produto D,87,472.57
2024-04-21,Produto A,2,646.53
2024-01-30,Produto B,8,223.37
2023-07-22,Produto C,53,794.93
2023-04-26,Produto C,19,768.96
2024-03-24,Produto D,82,673.6
2023-09-01,Produto C,33,733.08
2022-10-08,Produto C,14,955.57
2023-12-25,Produto B,21,521.27
2024-02-29,Produto C,21,546.5
2023-12-24,Produto A,13,883.49
2023-01-12,Produto A,73,810.98
2023-12-07,Produto D,9,368.28
2023-12-16,Produto C,69,17.07
2022-10-20,Produto A,37,141.61
2023-08-17,Produto D,72,485.84
2023-03-13,Produto D,43,339.97
2022-10-29,Produto C,88,301.57
2023-06-12,Produto A,22,49.11
2022-07-09,Produto A,85,262.41
2022-07-21,Produto C,60,336.09
2023-05-26,Produto A,60,743.6
2023-06-14,Produto D,55,72.45
2022-07-19,Produto D,91,656.94
2024-03-04,Produto C,72,209.02
2024-03-13,Produto A,62,940.31
2023-09-04,Produto B,7,219.31
2024-05-06,Produto A,17,589.37
2023-01-08,Produto B,39,787.13
2022-08-08,Produto D,76,625.34
2024-05-18,Produto B,8,991.28
2022-09-04,Produto A,34,656.62
2023-05-18,Produto C,43,902.99
2022-10-03,Produto D,90,147.29
2023-06-04,Produto B,9,983.12
2022-12-20,Produto B,33,924.02
2023-10-13,Produto B,67,87.68
2023-08-23,Produto A,30,748.65
2023-07-28,Produto B,18,451.42
2023-04-04,Produto D,54,436.65
2022-12-06,Produto C,6,472.66
2024-01-04,Produto D,78,434.81
2024-06-08,Produto D,68,953.79
2022-12-31,Produto A,43,367.12
2023-12-31,Produto B,44,474.68
2023-09-06,Produto C,95,551.7
2023-06-11,Produto D,95,588.99
2023-11-21,Produto A,3,121.79
2023-08-19,Produto B,14,130.16
2022-10-04,Produto B,2,828.94
2023-01-22,Produto C,30,845.77
2024-02-08,Produto D,20,644.21
2023-05-22,Produto B,27,453.09
2022-09-29,Produto B,89,953.35
2024-01-09,Produto C,27,595.59
2023-10-12,Produto B,27,451.29
2024-03-31,Produto A,70,607.19
2024-03-25,Produto A,56,790.1
2023-07-06,Produto D,12,33.59
2023-05-31,Produto A,19,638.48
2022-10-22,Produto D,59,489.06
2023-12-12,Produto D,70,440.88
2024-06-19,Produto C,82,437.79
2023-03-04,Produto D,95,604.3
2022-10-10,Produto A,29,998.83
2023-03-25,Produto C,40,93.07
2024-04-27,Produto B,71,623.29
2023-01-27,Produto B,18,829.04
2022-08-28,Produto B,96,991.07
2022-10-29,Produto B,71,402.42
2023-07-01,Produto D,50,556.63
2023-10-19,Produto A,41,310.94
2023-12-11,Produto B,85,796.36
2023-09-20,Produto C,86,271.68
2022-11-29,Produto A,25,475.2
2024-06-02,Produto C,8,932.12
2024-02-29,Produto A,89,851.77
2022-08-17,Produto C,65,222.25
2024-04-15,Produto B,37,781.33
2022-11-04,Produto D,98,558.26
2022-10-08,Produto D,81,878.47
2022-11-30,Produto B,54,160.78
2024-01-28,Produto B,6,155.65
2024-05-05,Produto A,62,357.15
2022-10-22,Produto D,83,895.23
2024-02-10,Produto A,77,214.22
2024-06-06,Produto B,10,943.46
2023-08-24,Produto B,67,443.0
2023-02-18,Produto A,23,285.37
2023-02-15,Produto A,90,604.09
2022-09-29,Produto A,24,726.27
2023-07-19,Produto A,22,708.94
2023-04-21,Produto A,55,884.29
2023-06-13,Produto A,61,617.63
2023-08-12,Produto D,76,683.7
2022-10-24,Produto D,30,29.97
2023-10-16,Produto C,94,78.89
2022-09-30,Produto C,71,109.19
2023-02-25,Produto D,77,739.52
2024-03-16,Produto D,62,190.31
2022-07-15,Produto C,12,736.31
2024-01-30,Produto C,55,422.0
2023-05-21,Produto D,84,352.27
2024-01-19,Produto C,61,322.29
2023-03-20,Produto A,45,225.78
2024-02-14,Produto A,91,92.34
2023-07-12,Produto B,87,746.87
2024-05-19,Produto B,76,531.05
2023-11-07,Produto C,74,579.91
2023-09-24,Produto A,12,150.07
2022-09-17,Produto B,75,725.22
2023-09-02,Produto B,72,397.09
2024-03-29,Produto B,64,925.69
2024-01-29,Produto C,36,576.48
2024-01-06,Produto D,39,113.72
2023-07-20,Produto C,77,333.67
2023-12-25,Produto C,43,469.13
2023-08-18,Produto B,59,739.02
2022-08-11,Produto C,45,419.09
2024-01-27,Produto C,47,750.74
2022-12-17,Produto A,92,515.9
2024-04-27,Produto A,11,543.95
2023-10-28,Produto B,7,428.61
2022-12-20,Produto A,47,741.91
2023-08-27,Produto B,53,704.94
2023-01-30,Produto C,62,484.32
2024-04-18,Produto D,25,433.1
2022-09-17,Produto C,9,857.83
2023-10-05,Produto D,48,792.84
2022-12-24,Produto B,2,69.61
2022-11-14,Produto D,66,400.78
2023-11-30,Produto D,83,464.92
2023-05-23,Produto B,76,942.58
2024-02-29,Produto D,30,651.1
2023-01-31,Produto B,93,22.35
2024-03-07,Produto A,10,290.67
2024-03-04,Produto C,62,674.06
2024-01-23,Produto A,33,31.06
2023-03-20,Produto C,26,405.85
2023-06-10,Produto C,56,819.76
2024-06-12,Produto A,68,314.8
2022-08-14,Produto B,86,177.58
2022-09-07,Produto A,18,918.4
2022-08-28,Produto B,78,983.43
2024-03-09,Produto C,94,155.82
2022-07-09,Produto D,6,967.27
2022-09-15,Produto B,14,313.87
2024-04-02,Produto A,3,361.28
2024-05-22,Produto D,3,695.09
2022-10-27,Produto A,21,763.75
2023-06-01,Produto C,6,184.64
2023-06-08,Produto B,19,17.89
2023-08-05,Produto B,64,867.6
2024-05-23,Produto C,97,685.26
2023-09-24,Produto B,30,313.2
2023-11-12,Produto C,29,797.57
2023-04-15,Produto C,78,836.35
2024-05-08,Produto D,99,886.03
2023-05-24,Produto B,94,655.83
2024-04-25,Produto A,96,201.64
2023-12-28,Produto A,59,623.87
2024-03-08,Produto B,17,18.24
2023-05-16,Produto C,26,627.48
2024-03-16,Produto B,49,218.38
2023-10-14,Produto D,22,586.42
2022-12-15,Produto C,38,780.47
2024-05-23,Produto B,37,271.16
2022-10-02,Produto C,75,502.27
2023-06-07,Produto C,66,840.95
2024-06-21,Produto C,40,278.43
2023-11-25,Produto C,73,559.95
2024-02-19,Produto B,12,940.66
2023-08-19,Produto A,65,184.71
2022-07-25,Produto D,42,355.97
2023-02-26,Produto C,64,131.05
2023-01-30,Produto D,4,361.6
